time,axial,temp,agl
7.85625,-0.13,66.78,2313.34
7.8575,-0.13,66.78,2313.34
7.85875,-0.0400001,66.78,2313.34
7.86,-0.0400001,66.78,2313.34
7.86125,-0.0400001,66.78,2313.34
7.8625,-0.0400001,66.78,2313.34
7.86375,-0.0400001,66.78,2313.34
7.865,-0.0400001,66.78,2313.34
7.86625,-0.0400001,66.78,2313.34
7.8675,-0.0400001,66.78,2313.34
7.86875,0.04,66.78,2313.34
7.87,0.04,66.78,2313.34
7.87125,-0.0400001,66.78,2313.34
7.8725,-0.0400001,66.78,2313.34
7.87375,-0.21,66.78,2313.34
7.875,-0.21,66.78,2313.34
7.87625,-0.0400001,66.78,2313.34
7.8775,-0.0400001,66.78,2313.34
7.87875,-0.0400001,66.78,2313.34
7.88,-0.0400001,66.78,2313.34
7.88125,0.04,66.78,2313.34
7.8825,0.04,66.78,2313.34
7.88375,-0.0400001,66.78,2313.34
7.885,-0.0400001,66.78,2313.34
7.88625,-0.0400001,66.78,2313.34
7.8875,-0.0400001,66.78,2313.34
7.88875,-0.0400001,66.78,2313.34
7.89,-0.0400001,66.78,2313.34
7.89125,-0.0400001,66.78,2313.34
7.8925,-0.0400001,66.78,2313.34
7.89375,-0.0400001,66.78,2313.34
7.895,-0.0400001,66.78,2320.64
7.89625,-0.0400001,66.78,2320.64
7.8975,-0.0400001,66.78,2320.64
7.89875,-0.0400001,66.78,2320.64
7.9,-0.0400001,66.78,2320.64
7.90125,-0.0400001,66.78,2320.64
7.90125,-0.0400001,66.78,2320.64
7.90125,-0.0400001,66.78,2320.64
7.9025,-0.0400001,66.78,2320.64
7.90375,-0.0400001,66.78,2320.64
7.905,-0.0400001,66.78,2320.64
7.90625,0.04,66.78,2320.64
7.9075,0.04,66.78,2320.64
7.90875,0.12,66.78,2320.64
7.91,0.12,66.78,2320.64
7.91125,-0.0400001,66.78,2320.64
7.9125,-0.0400001,66.78,2320.64
7.91375,-0.13,66.78,2320.64
7.915,-0.13,66.78,2320.64
7.91625,0.04,66.78,2320.64
7.9175,0.04,66.78,2320.64
7.91875,-0.0400001,66.78,2320.64
7.92,-0.0400001,66.78,2320.64
7.92125,-0.0400001,66.78,2320.64
7.9225,-0.0400001,66.78,2320.64
7.92375,-0.0400001,66.78,2320.64
7.925,-0.0400001,66.78,2320.64
7.92625,-0.0400001,66.78,2320.64
7.9275,-0.0400001,66.78,2320.64
7.92875,-0.0400001,66.78,2320.64
7.93,-0.0400001,66.78,2320.64
7.93125,-0.0400001,66.78,2320.64
7.9325,-0.0400001,66.78,2320.64
7.93375,-0.0400001,66.78,2320.64
7.935,-0.0400001,66.78,2320.64
7.93625,-0.0400001,66.78,2320.64
7.9375,-0.0400001,66.78,2320.64
7.93875,-0.0400001,66.78,2320.64
7.94,-0.0400001,66.78,2320.64
7.94125,-0.0400001,66.78,2320.64
7.9425,-0.0400001,66.78,2320.64
7.94375,-0.0400001,66.78,2320.64
7.945,-0.0400001,66.78,2327.93
7.94625,-0.0400001,66.78,2327.93
7.9475,-0.0400001,66.78,2327.93
7.94875,-0.0400001,66.78,2327.93
7.95,-0.0400001,66.78,2327.93
7.95125,-0.0400001,66.78,2327.93
7.95125,-0.0400001,66.78,2327.93
7.95125,-0.0400001,66.78,2327.93
7.9525,-0.0400001,66.78,2327.93
7.95375,0.12,66.78,2327.93
7.955,0.12,66.78,2327.93
7.95625,0.04,66.78,2327.93
7.9575,0.04,66.78,2327.93
7.95875,-0.0400001,66.78,2327.93
7.96,-0.0400001,66.78,2327.93
7.96125,-0.0400001,66.78,2327.93
7.9625,-0.0400001,66.78,2327.93
7.96375,-0.0400001,66.78,2327.93
7.965,-0.0400001,66.78,2327.93
7.96625,0.04,66.78,2327.93
7.9675,0.04,66.78,2327.93
7.96875,0.04,66.78,2327.93
7.97,0.04,66.78,2327.93
7.97125,0.12,66.78,2327.93
7.9725,0.12,66.78,2327.93
7.97375,-0.0400001,66.78,2327.93
7.975,-0.0400001,66.78,2327.93
7.97625,-0.0400001,66.78,2327.93
7.9775,-0.0400001,66.78,2327.93
7.97875,-0.0400001,66.78,2327.93
7.98,-0.0400001,66.78,2327.93
7.98125,-0.0400001,66.78,2327.93
7.9825,-0.0400001,66.78,2327.93
7.98375,-0.0400001,66.78,2327.93
7.985,-0.0400001,66.78,2327.93
7.98625,-0.0400001,66.78,2327.93
7.9875,-0.0400001,66.78,2327.93
7.98875,-0.0400001,66.78,2327.93
7.99,-0.0400001,66.78,2327.93
7.99125,-0.0400001,66.78,2327.93
7.9925,-0.0400001,66.78,2327.93
7.99375,-0.0400001,66.78,2327.93
7.995,-0.0400001,66.78,2336.45
7.99625,-0.0400001,66.78,2336.45
7.9975,-0.0400001,66.78,2336.45
7.99875,-0.0400001,66.78,2336.45
8,-0.0400001,66.78,2336.45
8.00125,-0.0400001,66.78,2336.45
8.00125,-0.0400001,66.78,2336.45
8.00125,-0.0400001,66.78,2336.45
8.0025,-0.0400001,66.78,2336.45
8.00375,-0.0400001,66.78,2336.45
8.005,-0.0400001,66.78,2336.45
8.00625,-0.0400001,66.78,2336.45
8.0075,-0.0400001,66.78,2336.45
8.00875,-0.0400001,66.78,2336.45
8.01,-0.0400001,66.78,2336.45
8.01125,0.04,66.78,2336.45
8.0125,0.04,66.78,2336.45
8.01375,-0.0400001,66.78,2336.45
8.015,-0.0400001,66.78,2336.45
8.01625,-0.0400001,66.78,2336.45
8.0175,-0.0400001,66.78,2336.45
8.01875,0.12,66.78,2336.45
8.02,0.12,66.78,2336.45
8.02125,-0.0400001,66.78,2336.45
8.0225,-0.0400001,66.78,2336.45
8.02375,0.04,66.78,2336.45
8.025,0.04,66.78,2336.45
8.02625,-0.0400001,66.78,2336.45
8.0275,-0.0400001,66.78,2336.45
8.02875,-0.0400001,66.78,2336.45
8.03,-0.0400001,66.78,2336.45
8.03125,0.04,66.78,2336.45
8.0325,0.04,66.78,2336.45
8.03375,0.04,66.78,2336.45
8.035,0.04,66.78,2336.45
8.03625,-0.0400001,66.78,2336.45
8.0375,-0.0400001,66.78,2336.45
8.03875,-0.0400001,66.78,2336.45
8.04,-0.0400001,66.78,2336.45
8.04125,0.12,66.78,2336.45
8.0425,0.12,66.78,2336.45
8.04375,0.12,66.78,2336.45
8.045,0.12,66.78,2343.75
8.04625,-0.0400001,66.78,2343.75
8.0475,-0.0400001,66.78,2343.75
8.04875,-0.0400001,66.78,2343.75
8.05,-0.0400001,66.78,2343.75
8.05125,-0.0400001,66.78,2343.75
8.05125,-0.0400001,66.78,2343.75
8.05125,-0.0400001,66.78,2343.75
8.0525,-0.0400001,66.78,2343.75
8.05375,-0.0400001,66.78,2343.75
8.055,-0.0400001,66.78,2343.75
8.05625,-0.0400001,66.78,2343.75
8.0575,-0.0400001,66.78,2343.75
8.05875,-0.0400001,66.78,2343.75
8.06,-0.0400001,66.78,2343.75
8.06125,-0.0400001,66.78,2343.75
8.0625,-0.0400001,66.78,2343.75
8.06375,-0.13,66.78,2343.75
8.065,-0.13,66.78,2343.75
8.06625,-0.13,66.78,2343.75
8.0675,-0.13,66.78,2343.75
8.06875,-0.0400001,66.78,2343.75
8.07,-0.0400001,66.78,2343.75
8.07125,0.12,66.78,2343.75
8.0725,0.12,66.78,2343.75
8.07375,-0.0400001,66.78,2343.75
8.075,-0.0400001,66.78,2343.75
8.07625,0.04,66.78,2343.75
8.0775,0.04,66.78,2343.75
8.07875,-0.0400001,66.78,2343.75
8.08,-0.0400001,66.78,2343.75
8.08125,0.04,66.78,2343.75
8.0825,0.04,66.78,2343.75
8.08375,-0.0400001,66.78,2343.75
8.085,-0.0400001,66.78,2343.75
8.08625,-0.0400001,66.78,2343.75
8.0875,-0.0400001,66.78,2343.75
8.08875,-0.0400001,66.78,2343.75
8.09,-0.0400001,66.78,2343.75
8.09125,-0.0400001,66.78,2343.75
8.0925,-0.0400001,66.78,2343.75
8.09375,-0.0400001,66.78,2343.75
8.095,-0.0400001,66.78,2352.27
8.09625,-0.0400001,66.78,2352.27
8.0975,-0.0400001,66.78,2352.27
8.09875,-0.0400001,66.78,2352.27
8.1,-0.0400001,66.78,2352.27
8.10125,-0.0400001,66.78,2352.27
8.10125,-0.0400001,66.78,2352.27
8.10125,-0.0400001,66.78,2352.27
8.1025,-0.0400001,66.78,2352.27
8.10375,-0.0400001,66.78,2352.27
8.105,-0.0400001,66.78,2352.27
8.10625,-0.0400001,66.78,2352.27
8.1075,-0.0400001,66.78,2352.27
8.10875,0.04,66.78,2352.27
8.11,0.04,66.78,2352.27
8.11125,-0.13,66.78,2352.27
8.1125,-0.13,66.78,2352.27
8.11375,-0.0400001,66.78,2352.27
8.115,-0.0400001,66.78,2352.27
8.11625,-0.0400001,66.78,2352.27
8.1175,-0.0400001,66.78,2352.27
8.11875,-0.0400001,66.78,2352.27
8.12,-0.0400001,66.78,2352.27
8.12125,-0.0400001,66.78,2352.27
8.1225,-0.0400001,66.78,2352.27
8.12375,-0.0400001,66.78,2352.27
8.125,-0.0400001,66.78,2352.27
8.12625,0.04,66.78,2352.27
8.1275,0.04,66.78,2352.27
8.12875,-0.13,66.78,2352.27
8.13,-0.13,66.78,2352.27
8.13125,-0.0400001,66.78,2352.27
8.1325,-0.0400001,66.78,2352.27
8.13375,-0.0400001,66.78,2352.27
8.135,-0.0400001,66.78,2352.27
8.13625,0.04,66.78,2352.27
8.1375,0.04,66.78,2352.27
8.13875,0.04,66.78,2352.27
8.14,0.04,66.78,2352.27
8.14125,-0.0400001,66.78,2352.27
8.1425,-0.0400001,66.78,2352.27
8.14375,-0.0400001,66.78,2352.27
8.145,-0.0400001,66.78,2359.58
8.14625,-0.0400001,66.78,2359.58
8.1475,-0.0400001,66.78,2359.58
8.14875,0.04,66.78,2359.58
8.15,0.04,66.78,2359.58
8.15125,0.04,66.78,2359.58
8.15125,0.04,66.78,2359.58
8.15125,0.04,66.78,2359.58
8.1525,0.04,66.78,2359.58
8.15375,-0.0400001,66.78,2359.58
8.155,-0.0400001,66.78,2359.58
8.15625,-0.0400001,66.78,2359.58
8.1575,-0.0400001,66.78,2359.58
8.15875,-0.0400001,66.78,2359.58
8.16,-0.0400001,66.78,2359.58
8.16125,-0.0400001,66.78,2359.58
8.1625,-0.0400001,66.78,2359.58
8.16375,-0.0400001,66.78,2359.58
8.165,-0.0400001,66.78,2359.58
8.16625,-0.0400001,66.78,2359.58
8.1675,-0.0400001,66.78,2359.58
8.16875,0.04,66.78,2359.58
8.17,0.04,66.78,2359.58
8.17125,-0.0400001,66.78,2359.58
8.1725,-0.0400001,66.78,2359.58
8.17375,-0.0400001,66.78,2359.58
8.175,-0.0400001,66.78,2359.58
8.17625,-0.0400001,66.78,2359.58
8.1775,-0.0400001,66.78,2359.58
8.17875,-0.0400001,66.78,2359.58
8.18,-0.0400001,66.78,2359.58
8.18125,-0.0400001,66.78,2359.58
8.1825,-0.0400001,66.78,2359.58
8.18375,-0.0400001,66.78,2359.58
8.185,-0.0400001,66.78,2359.58
8.18625,-0.0400001,66.78,2359.58
8.1875,-0.0400001,66.78,2359.58
8.18875,0.12,66.78,2359.58
8.19,0.12,66.75,2359.58
8.19125,-0.0400001,66.75,2359.58
8.1925,-0.0400001,66.75,2359.58
8.19375,0.04,66.75,2359.58
8.195,0.04,66.75,2366.88
8.19625,0.04,66.75,2366.88
8.1975,0.04,66.75,2366.88
8.19875,-0.0400001,66.75,2366.88
8.2,-0.0400001,66.75,2366.88
8.20125,-0.0400001,66.75,2366.88
8.20125,-0.0400001,66.75,2366.88
8.20125,-0.0400001,66.75,2366.88
8.2025,-0.0400001,66.75,2366.88
8.20375,-0.0400001,66.75,2366.88
8.205,-0.0400001,66.75,2366.88
8.20625,-0.0400001,66.75,2366.88
8.2075,-0.0400001,66.75,2366.88
8.20875,-0.0400001,66.75,2366.88
8.21,-0.0400001,66.75,2366.88
8.21125,-0.0400001,66.75,2366.88
8.2125,-0.0400001,66.75,2366.88
8.21375,-0.0400001,66.75,2366.88
8.215,-0.0400001,66.75,2366.88
8.21625,0.04,66.75,2366.88
8.2175,0.04,66.75,2366.88
8.21875,-0.0400001,66.75,2366.88
8.22,-0.0400001,66.75,2366.88
8.22125,0.12,66.75,2366.88
8.2225,0.12,66.75,2366.88
8.22375,-0.0400001,66.75,2366.88
8.225,-0.0400001,66.75,2366.88
8.22625,0.04,66.75,2366.88
8.2275,0.04,66.75,2366.88
8.22875,-0.0400001,66.75,2366.88
8.23,-0.0400001,66.75,2366.88
8.23125,-0.0400001,66.75,2366.88
8.2325,-0.0400001,66.75,2366.88
8.23375,-0.0400001,66.75,2366.88
8.235,-0.0400001,66.75,2366.88
8.23625,-0.0400001,66.75,2366.88
8.2375,-0.0400001,66.75,2366.88
8.23875,0.04,66.75,2366.88
8.24,0.04,66.75,2366.88
8.24125,-0.0400001,66.75,2366.88
8.2425,-0.0400001,66.75,2366.88
8.24375,0.04,66.75,2366.88
8.245,0.04,66.75,2374.18
8.24625,-0.0400001,66.75,2374.18
8.2475,-0.0400001,66.75,2374.18
8.24875,-0.0400001,66.75,2374.18
8.25,-0.0400001,66.75,2374.18
8.25125,-0.0400001,66.75,2374.18
8.25125,-0.0400001,66.75,2374.18
8.25125,-0.0400001,66.75,2374.18
8.2525,-0.0400001,66.75,2374.18
8.25375,-0.0400001,66.75,2374.18
8.255,-0.0400001,66.75,2374.18
8.25625,-0.0400001,66.75,2374.18
8.2575,-0.0400001,66.75,2374.18
8.25875,0.04,66.75,2374.18
8.26,0.04,66.75,2374.18
8.26125,-0.0400001,66.75,2374.18
8.2625,-0.0400001,66.75,2374.18
8.26375,-0.0400001,66.75,2374.18
8.265,-0.0400001,66.75,2374.18
8.26625,-0.0400001,66.75,2374.18
8.2675,-0.0400001,66.75,2374.18
8.26875,-0.0400001,66.75,2374.18
8.27,-0.0400001,66.75,2374.18
8.27125,-0.0400001,66.75,2374.18
8.2725,-0.0400001,66.75,2374.18
8.27375,0.04,66.75,2374.18
8.275,0.04,66.75,2374.18
8.27625,-0.0400001,66.75,2374.18
8.2775,-0.0400001,66.75,2374.18
8.27875,0.04,66.75,2374.18
8.28,0.04,66.75,2374.18
8.28125,0.04,66.75,2374.18
8.2825,0.04,66.75,2374.18
8.28375,-0.0400001,66.75,2374.18
8.285,-0.0400001,66.75,2374.18
8.28625,-0.0400001,66.75,2374.18
8.2875,-0.0400001,66.75,2374.18
8.28875,-0.0400001,66.75,2374.18
8.29,-0.0400001,66.75,2374.18
8.29125,-0.0400001,66.75,2374.18
8.2925,-0.0400001,66.75,2374.18
8.29375,-0.0400001,66.75,2374.18
8.295,-0.0400001,66.75,2382.71
8.29625,-0.0400001,66.75,2382.71
8.2975,-0.0400001,66.75,2382.71
8.29875,-0.0400001,66.75,2382.71
8.3,-0.0400001,66.75,2382.71
8.30125,-0.0400001,66.75,2382.71
8.30125,-0.0400001,66.75,2382.71
8.30125,-0.0400001,66.75,2382.71
8.3025,-0.0400001,66.75,2382.71
8.30375,-0.0400001,66.75,2382.71
8.305,-0.0400001,66.75,2382.71
8.30625,0.04,66.75,2382.71
8.3075,0.04,66.75,2382.71
8.30875,-0.0400001,66.75,2382.71
8.31,-0.0400001,66.75,2382.71
8.31125,-0.0400001,66.75,2382.71
8.3125,-0.0400001,66.75,2382.71
8.31375,-0.21,66.75,2382.71
8.315,-0.21,66.75,2382.71
8.31625,-0.0400001,66.75,2382.71
8.3175,-0.0400001,66.75,2382.71
8.31875,-0.0400001,66.75,2382.71
8.32,-0.0400001,66.75,2382.71
8.32125,0.04,66.75,2382.71
8.3225,0.04,66.75,2382.71
8.32375,-0.0400001,66.75,2382.71
8.325,-0.0400001,66.75,2382.71
8.32625,0.04,66.75,2382.71
8.3275,0.04,66.75,2382.71
8.32875,-0.0400001,66.75,2382.71
8.33,-0.0400001,66.75,2382.71
8.33125,-0.0400001,66.75,2382.71
8.3325,-0.0400001,66.75,2382.71
8.33375,-0.0400001,66.75,2382.71
8.335,-0.0400001,66.75,2382.71
8.33625,-0.0400001,66.75,2382.71
8.3375,-0.0400001,66.75,2382.71
8.33875,-0.0400001,66.75,2382.71
8.34,-0.0400001,66.75,2382.71
8.34125,-0.0400001,66.75,2382.71
8.3425,-0.0400001,66.75,2382.71
8.34375,-0.0400001,66.75,2382.71
8.345,-0.0400001,66.75,2391.24
8.34625,-0.0400001,66.75,2391.24
8.3475,-0.0400001,66.75,2391.24
8.34875,-0.0400001,66.75,2391.24
8.35,-0.0400001,66.75,2391.24
8.35125,0.04,66.75,2391.24
8.35125,0.04,66.75,2391.24
8.35125,0.04,66.75,2391.24
8.3525,0.04,66.75,2391.24
8.35375,-0.0400001,66.75,2391.24
8.355,-0.0400001,66.75,2391.24
8.35625,-0.13,66.75,2391.24
8.3575,-0.13,66.75,2391.24
8.35875,-0.0400001,66.75,2391.24
8.36,-0.0400001,66.75,2391.24
8.36125,-0.0400001,66.75,2391.24
8.3625,-0.0400001,66.75,2391.24
8.36375,-0.0400001,66.75,2391.24
8.365,-0.0400001,66.75,2391.24
8.36625,0.04,66.75,2391.24
8.3675,0.04,66.75,2391.24
8.36875,0.12,66.75,2391.24
8.37,0.12,66.75,2391.24
8.37125,0.04,66.75,2391.24
8.3725,0.04,66.75,2391.24
8.37375,0.12,66.75,2391.24
8.375,0.12,66.75,2391.24
8.37625,-0.0400001,66.75,2391.24
8.3775,-0.0400001,66.75,2391.24
8.37875,-0.0400001,66.75,2391.24
8.38,-0.0400001,66.75,2391.24
8.38125,0.04,66.75,2391.24
8.3825,0.04,66.75,2391.24
8.38375,-0.0400001,66.75,2391.24
8.385,-0.0400001,66.75,2391.24
8.38625,0.04,66.75,2391.24
8.3875,0.04,66.75,2391.24
8.38875,0.04,66.75,2391.24
8.39,0.04,66.75,2391.24
8.39125,-0.0400001,66.75,2391.24
8.3925,-0.0400001,66.75,2391.24
8.39375,-0.13,66.75,2391.24
8.395,-0.13,66.75,2398.55
8.39625,-0.0400001,66.75,2398.55
8.3975,-0.0400001,66.75,2398.55
8.39875,-0.0400001,66.75,2398.55
8.4,-0.0400001,66.75,2398.55
8.40125,-0.0400001,66.75,2398.55
8.40125,-0.0400001,66.75,2398.55
8.40125,-0.0400001,66.75,2398.55
8.4025,-0.0400001,66.75,2398.55
8.40375,0.04,66.75,2398.55
8.405,0.04,66.75,2398.55
8.40625,-0.0400001,66.75,2398.55
8.4075,-0.0400001,66.75,2398.55
8.40875,-0.0400001,66.75,2398.55
8.41,-0.0400001,66.75,2398.55
8.41125,-0.0400001,66.75,2398.55
8.4125,-0.0400001,66.75,2398.55
8.41375,0.04,66.75,2398.55
8.415,0.04,66.75,2398.55
8.41625,-0.0400001,66.75,2398.55
8.4175,-0.0400001,66.75,2398.55
8.41875,-0.0400001,66.75,2398.55
8.42,-0.0400001,66.75,2398.55
8.42125,-0.13,66.75,2398.55
8.4225,-0.13,66.75,2398.55
8.42375,-0.0400001,66.75,2398.55
8.425,-0.0400001,66.75,2398.55
8.42625,-0.0400001,66.75,2398.55
8.4275,-0.0400001,66.75,2398.55
8.42875,-0.0400001,66.75,2398.55
8.43,-0.0400001,66.75,2398.55
8.43125,0.12,66.75,2398.55
8.4325,0.12,66.75,2398.55
8.43375,-0.0400001,66.75,2398.55
8.435,-0.0400001,66.75,2398.55
8.43625,-0.0400001,66.75,2398.55
8.4375,-0.0400001,66.75,2398.55
8.43875,-0.0400001,66.75,2398.55
8.44,-0.0400001,66.75,2398.55
8.44125,0.12,66.75,2398.55
8.4425,0.12,66.75,2398.55
8.44375,0.04,66.75,2398.55
8.445,0.04,66.75,2407.08
8.44625,-0.0400001,66.75,2407.08
8.4475,-0.0400001,66.75,2407.08
8.44875,-0.0400001,66.75,2407.08
8.45,-0.0400001,66.75,2407.08
8.45125,0.04,66.75,2407.08
8.45125,0.04,66.75,2407.08
8.45125,0.04,66.75,2407.08
8.4525,0.04,66.75,2407.08
8.45375,0.04,66.75,2407.08
8.455,0.04,66.75,2407.08
8.45625,-0.0400001,66.75,2407.08
8.4575,-0.0400001,66.75,2407.08
8.45875,-0.0400001,66.75,2407.08
8.46,-0.0400001,66.75,2407.08
8.46125,0.04,66.75,2407.08
8.4625,0.04,66.75,2407.08
8.46375,0.04,66.75,2407.08
8.465,0.04,66.75,2407.08
8.46625,-0.0400001,66.75,2407.08
8.4675,-0.0400001,66.75,2407.08
8.46875,-0.0400001,66.75,2407.08
8.47,-0.0400001,66.75,2407.08
8.47125,-0.0400001,66.75,2407.08
8.4725,-0.0400001,66.75,2407.08
8.47375,0.12,66.75,2407.08
8.475,0.12,66.75,2407.08
8.47625,-0.0400001,66.75,2407.08
8.4775,-0.0400001,66.75,2407.08
8.47875,0.04,66.75,2407.08
8.48,0.04,66.75,2407.08
8.48125,0.04,66.75,2407.08
8.4825,0.04,66.75,2407.08
8.48375,0.04,66.75,2407.08
8.485,0.04,66.75,2407.08
8.48625,-0.0400001,66.75,2407.08
8.4875,-0.0400001,66.75,2407.08
8.48875,0.04,66.75,2407.08
8.49,0.04,66.75,2407.08
8.49125,-0.0400001,66.75,2407.08
8.4925,-0.0400001,66.75,2407.08
8.49375,-0.0400001,66.75,2407.08
8.495,-0.0400001,66.75,2414.4
8.49625,-0.0400001,66.75,2414.4
8.4975,-0.0400001,66.75,2414.4
8.49875,0.04,66.75,2414.4
8.5,0.04,66.75,2414.4
8.50125,0.04,66.75,2414.4
8.50125,0.04,66.75,2414.4
8.50125,0.04,66.75,2414.4
8.5025,0.04,66.75,2414.4
8.50375,-0.0400001,66.75,2414.4
8.505,-0.0400001,66.75,2414.4
8.50625,0.04,66.75,2414.4
8.5075,0.04,66.75,2414.4
8.50875,-0.0400001,66.75,2414.4
8.51,-0.0400001,66.75,2414.4
8.51125,0.04,66.75,2414.4
8.5125,0.04,66.75,2414.4
8.51375,-0.0400001,66.75,2414.4
8.515,-0.0400001,66.75,2414.4
8.51625,-0.0400001,66.75,2414.4
8.5175,-0.0400001,66.75,2414.4
8.51875,0.04,66.75,2414.4
8.52,0.04,66.75,2414.4
8.52125,-0.0400001,66.75,2414.4
8.5225,-0.0400001,66.75,2414.4
8.52375,0.04,66.75,2414.4
8.525,0.04,66.75,2414.4
8.52625,-0.0400001,66.75,2414.4
8.5275,-0.0400001,66.75,2414.4
8.52875,-0.0400001,66.75,2414.4
8.53,-0.0400001,66.75,2414.4
8.53125,0.04,66.75,2414.4
8.5325,0.04,66.75,2414.4
8.53375,0.04,66.75,2414.4
8.535,0.04,66.75,2414.4
8.53625,0.04,66.75,2414.4
8.5375,0.04,66.75,2414.4
8.53875,-0.0400001,66.75,2414.4
8.54,-0.0400001,66.75,2414.4
8.54125,0.12,66.75,2414.4
8.5425,0.12,66.75,2414.4
8.54375,0.04,66.75,2414.4
8.545,0.04,66.75,2420.49
8.54625,-0.0400001,66.75,2420.49
8.5475,-0.0400001,66.75,2420.49
8.54875,0.04,66.75,2420.49
8.55,0.04,66.75,2420.49
8.55125,-0.0400001,66.75,2420.49
8.55125,-0.0400001,66.75,2420.49
8.55125,-0.0400001,66.75,2420.49
8.5525,-0.0400001,66.75,2420.49
8.55375,-0.0400001,66.75,2420.49
8.555,-0.0400001,66.75,2420.49
8.55625,-0.0400001,66.75,2420.49
8.5575,-0.0400001,66.75,2420.49
8.55875,0.04,66.75,2420.49
8.56,0.04,66.75,2420.49
8.56125,-0.0400001,66.75,2420.49
8.5625,-0.0400001,66.75,2420.49
8.56375,0.04,66.75,2420.49
8.565,0.04,66.75,2420.49
8.56625,-0.0400001,66.75,2420.49
8.5675,-0.0400001,66.75,2420.49
8.56875,-0.0400001,66.75,2420.49
8.57,-0.0400001,66.75,2420.49
8.57125,-0.0400001,66.75,2420.49
8.5725,-0.0400001,66.75,2420.49
8.57375,-0.0400001,66.75,2420.49
8.575,-0.0400001,66.75,2420.49
8.57625,-0.0400001,66.75,2420.49
8.5775,-0.0400001,66.75,2420.49
8.57875,0.12,66.75,2420.49
8.58,0.12,66.75,2420.49
8.58125,-0.0400001,66.75,2420.49
8.5825,-0.0400001,66.75,2420.49
8.58375,-0.0400001,66.75,2420.49
8.585,-0.0400001,66.75,2420.49
8.58625,-0.0400001,66.75,2420.49
8.5875,-0.0400001,66.75,2420.49
8.58875,0.04,66.75,2420.49
8.59,0.04,66.75,2420.49
8.59125,0.04,66.75,2420.49
8.5925,0.04,66.75,2420.49
8.59375,-0.0400001,66.75,2420.49
8.595,-0.0400001,66.75,2429.03
8.59625,-0.13,66.75,2429.03
8.5975,-0.13,66.75,2429.03
8.59875,0.04,66.75,2429.03
8.6,0.04,66.75,2429.03
8.60125,-0.0400001,66.75,2429.03
8.60125,-0.0400001,66.75,2429.03
8.60125,-0.0400001,66.75,2429.03
8.6025,-0.0400001,66.75,2429.03
8.60375,0.12,66.75,2429.03
8.605,0.12,66.75,2429.03
8.60625,-0.0400001,66.75,2429.03
8.6075,-0.0400001,66.75,2429.03
8.60875,0.04,66.75,2429.03
8.61,0.04,66.75,2429.03
8.61125,-0.0400001,66.75,2429.03
8.6125,-0.0400001,66.75,2429.03
8.61375,0.04,66.75,2429.03
8.615,0.04,66.75,2429.03
8.61625,0.04,66.75,2429.03
8.6175,0.04,66.75,2429.03
8.61875,-0.0400001,66.75,2429.03
8.62,-0.0400001,66.75,2429.03
8.62125,0.04,66.75,2429.03
8.6225,0.04,66.75,2429.03
8.62375,-0.0400001,66.75,2429.03
8.625,-0.0400001,66.75,2429.03
8.62625,0.12,66.75,2429.03
8.6275,0.12,66.75,2429.03
8.62875,-0.0400001,66.75,2429.03
8.63,-0.0400001,66.75,2429.03
8.63125,-0.0400001,66.75,2429.03
8.6325,-0.0400001,66.75,2429.03
8.63375,0.12,66.75,2429.03
8.635,0.12,66.75,2429.03
8.63625,-0.0400001,66.75,2429.03
8.6375,-0.0400001,66.75,2429.03
8.63875,0.04,66.75,2429.03
8.64,0.04,66.75,2429.03
8.64125,-0.0400001,66.75,2429.03
8.6425,-0.0400001,66.75,2429.03
8.64375,0.04,66.75,2429.03
8.645,0.04,66.75,2435.13
8.64625,0.04,66.75,2435.13
8.6475,0.04,66.75,2435.13
8.64875,0.04,66.75,2435.13
8.65,0.04,66.75,2435.13
8.65125,0.12,66.75,2435.13
8.65125,0.12,66.75,2435.13
8.65125,0.12,66.75,2435.13
8.6525,0.12,66.75,2435.13
8.65375,0.04,66.75,2435.13
8.655,0.04,66.75,2435.13
8.65625,-0.0400001,66.75,2435.13
8.6575,-0.0400001,66.75,2435.13
8.65875,-0.0400001,66.75,2435.13
8.66,-0.0400001,66.75,2435.13
8.66125,-0.0400001,66.75,2435.13
8.6625,-0.0400001,66.75,2435.13
8.66375,0.04,66.75,2435.13
8.665,0.04,66.75,2435.13
8.66625,0.04,66.75,2435.13
8.6675,0.04,66.75,2435.13
8.66875,0.12,66.75,2435.13
8.67,0.12,66.75,2435.13
8.67125,0.04,66.75,2435.13
8.6725,0.04,66.75,2435.13
8.67375,-0.0400001,66.75,2435.13
8.675,-0.0400001,66.75,2435.13
8.67625,0.04,66.75,2435.13
8.6775,0.04,66.75,2435.13
8.67875,-0.0400001,66.75,2435.13
8.68,-0.0400001,66.75,2435.13
8.68125,-0.0400001,66.75,2435.13
8.6825,-0.0400001,66.75,2435.13
8.68375,0.12,66.75,2435.13
8.685,0.12,66.75,2435.13
8.68625,0.12,66.75,2435.13
8.6875,0.12,66.75,2435.13
8.68875,0.12,66.75,2435.13
8.69,0.12,66.75,2435.13
8.69125,-0.0400001,66.75,2435.13
8.6925,-0.0400001,66.75,2435.13
8.69375,0.12,66.75,2435.13
8.695,0.12,66.75,2441.23
8.69625,0.04,66.75,2441.23
8.6975,0.04,66.75,2441.23
8.69875,-0.0400001,66.75,2441.23
8.7,-0.0400001,66.75,2441.23
