axialtime,axialaccel,bILBA,timptime,temp,bILBA,agltime,agl,bILBA
13.3212,0.12,b1110,,,,,,
13.3237,0.12,b1110,,,,,,
13.3263,-0.0400001,b1110,,,,,,
13.3287,0.12,b1110,,,,,,
13.3313,0.12,b1110,,,,,,
13.3337,-0.0400001,b1110,,,,,,
13.3363,0.12,b1110,,,,,,
13.3387,0.12,b1110,,,,,,
13.3413,0.04,b1110,,,,,,
13.3438,0.04,b1110,,,,,,
13.3462,0.12,b1110,,,,,,
13.3488,0.12,b1110,,,,,,
13.3512,-0.0400001,b1110,,,,,,
13.3538,0.12,b1110,,,,,,
13.3562,0.04,b1110,,,,,,
13.3588,0.12,b1110,,,,,,
13.3612,0.12,b1110,,,,,,
13.3638,0.12,b1110,,,,,,
13.3663,0.12,b1110,,,,,,
13.3687,0.12,b1110,,,,,,
13.3713,0.12,b1110,,,,,,
13.3737,0.04,b1110,,,,,,
13.3763,0.12,b1110,,,,,,
13.3787,0.12,b1110,,,,,,
13.3813,-0.0400001,b1110,,,,,,
13.3837,0.12,b1110,,,,,,
13.3862,0.12,b1110,,,,,,
13.3888,-0.0400001,b1110,,,,,,
13.3912,0.12,b1110,,,,,,
13.3938,0.21,b1110,,,,,,
13.3962,0.12,b1110,,,,,,
13.3988,0.12,b1110,,,,,,
13.4012,0.21,b1110,,,,,,
13.4038,0.12,b1110,,,,,,
13.4063,0.12,b1110,,,,,,
13.4087,0.12,b1110,,,,,,
13.4113,0.04,b1110,,,,,,
13.4137,-0.0400001,b1110,,,,,,
13.4163,0.04,b1110,,,,,,
13.4187,0.21,b1110,,,,,,
13.4213,0.04,b1110,,,,,,
13.4237,0.12,b1110,,,,,,
13.4263,-0.0400001,b1110,,,,,,
13.4288,0.04,b1110,,,,,,
13.4312,0.04,b1110,,,,,,
13.4338,0.04,b1110,,,,,,
13.4362,0.12,b1110,,,,,,
13.4388,0.04,b1110,,,,,,
13.4412,0.12,b1110,,,,,,
13.4438,0.04,b1110,,,,,,
13.4462,0.04,b1110,,,,,,
13.4487,0.04,b1110,,,,,,
13.4513,0.04,b1110,,,,,,
13.4537,0.04,b1110,,,,,,
13.4563,-0.0400001,b1110,,,,,,
13.4587,0.12,b1110,,,,,,
13.4613,0.21,b1110,,,,,,
13.4637,0.04,b1110,,,,,,
13.4663,0.04,b1110,,,,,,
13.4688,0.21,b1110,,,,,,
13.4712,0.12,b1110,,,,,,
13.4738,0.12,b1110,,,,,,
13.4762,0.12,b1110,,,,,,
13.4788,0.21,b1110,,,,,,
13.4812,0.04,b1110,,,,,,
13.4838,0.12,b1110,,,,,,
13.4862,0.12,b1110,,,,,,
13.4888,0.12,b1110,,,,,,
13.4913,0.04,b1110,,,,,,
13.4937,0.12,b1110,,,,,,
13.4963,0.12,b1110,,,,,,
13.4987,0.12,b1110,,,,,,
13.5013,0.04,b1110,,,,,,
13.5037,0.21,b1110,,,,,,
13.5063,0.04,b1110,,,,,,
13.5087,0.21,b1110,,,,,,
13.5112,-0.0400001,b1110,,,,,,
13.5138,0.29,b1110,,,,,,
13.5162,0.12,b1110,,,,,,
13.5188,0.12,b1110,,,,,,
13.5212,0.04,b1110,,,,,,
13.5238,0.12,b1110,,,,,,
13.5262,0.12,b1110,,,,,,
13.5288,0.04,b1110,,,,,,
13.5313,-0.0400001,b1110,,,,,,
13.5337,0.12,b1110,,,,,,
13.5363,0.04,b1110,,,,,,
13.5387,0.12,b1110,,,,,,
13.5413,0.12,b1110,,,,,,
13.5437,0.04,b1110,,,,,,
13.5463,0.12,b1110,,,,,,
13.5487,0.04,b1110,,,,,,
13.5513,0.04,b1110,,,,,,
13.5538,0.21,b1110,,,,,,
13.5562,0.12,b1110,,,,,,
13.5588,0.04,b1110,,,,,,
13.5612,0.12,b1110,,,,,,
13.5638,-0.0400001,b1110,,,,,,
13.5662,0.04,b1110,,,,,,
13.5688,0.12,b1110,,,,,,
13.5712,0.12,b1110,,,,,,
13.5737,0.12,b1110,,,,,,
13.5763,-0.0400001,b1110,,,,,,
13.5787,0.12,b1110,,,,,,
13.5813,0.12,b1110,,,,,,
13.5837,0.12,b1110,,,,,,
13.5863,0.04,b1110,,,,,,
13.5887,0.04,b1110,,,,,,
13.5913,0.21,b1110,,,,,,
13.5938,0.04,b1110,,,,,,
13.5962,0.12,b1110,,,,,,
13.5988,0.12,b1110,,,,,,
13.6012,0.12,b1110,,,,,,
13.6038,0.12,b1110,,,,,,
13.6062,0.04,b1110,,,,,,
13.6088,0.21,b1110,,,,,,
13.6112,0.04,b1110,,,,,,
13.6138,0.12,b1110,,,,,,
13.6163,0.21,b1110,,,,,,
13.6187,0.12,b1110,,,,,,
13.6213,0.12,b1110,,,,,,
13.6237,0.12,b1110,,,,,,
13.6263,0.12,b1110,,,,,,
13.6287,0.21,b1110,,,,,,
13.6313,0.04,b1110,,,,,,
13.6337,0.12,b1110,,,,,,
13.6362,0.04,b1110,,,,,,
13.6388,0.21,b1110,,,,,,
13.6412,0.12,b1110,,,,,,
13.6438,0.04,b1110,,,,,,
13.6462,0.12,b1110,,,,,,
13.6488,-0.0400001,b1110,,,,,,
13.6512,0.04,b1110,,,,,,
13.6538,0.21,b1110,,,,,,
13.6563,0.04,b1110,,,,,,
13.6587,0.04,b1110,,,,,,
13.6613,0.04,b1110,,,,,,
13.6637,0.21,b1110,,,,,,
13.6663,0.12,b1110,,,,,,
13.6687,0.04,b1110,,,,,,
13.6713,0.12,b1110,,,,,,
13.6737,0.04,b1110,,,,,,
13.6763,0.12,b1110,,,,,,
13.6788,0.04,b1110,,,,,,
13.6812,0.12,b1110,,,,,,
13.6838,0.12,b1110,,,,,,
13.6862,-0.0400001,b1110,,,,,,
13.6888,0.12,b1110,,,,,,
13.6912,0.12,b1110,,,,,,
13.6938,0.12,b1110,,,,,,
13.6962,0.04,b1110,,,,,,
13.6987,0.04,b1110,,,,,,
13.7013,0.12,b1110,,,,,,
13.7037,0.04,b1110,,,,,,
13.7063,0.12,b1110,,,,,,
13.7087,-0.0400001,b1110,,,,,,
13.7113,0.04,b1110,,,,,,
13.7137,0.12,b1110,,,,,,
13.7163,0.04,b1110,,,,,,
13.7188,0.12,b1110,,,,,,
13.7212,0.04,b1110,,,,,,
13.7238,0.12,b1110,,,,,,
13.7262,0.29,b1110,,,,,,
13.7288,0.04,b1110,,,,,,
13.7312,0.21,b1111,,,,,,
13.7338,0.12,b1111,,,,,,
13.7362,0.04,b1111,,,,,,
13.7388,-0.0400001,b1111,,,,,,
13.7413,0.12,b1111,,,,,,
13.7437,0.12,b1111,,,,,,
13.7463,0.04,b1111,,,,,,
13.7487,0.12,b1111,,,,,,
13.7513,0.12,b1111,,,,,,
13.7537,0.12,b1111,,,,,,
13.7563,0.12,b1111,,,,,,
13.7587,0.12,b1111,,,,,,
13.7612,-0.0400001,b1111,,,,,,
13.7638,0.12,b1111,,,,,,
13.7662,0.04,b1111,,,,,,
13.7688,0.12,b1111,,,,,,
13.7712,0.12,b1111,,,,,,
13.7738,0.12,b1111,,,,,,
13.7762,0.04,b1111,,,,,,
13.7788,0.12,b1111,,,,,,
13.7813,0.12,b1111,,,,,,
13.7837,0.21,b1111,,,,,,
13.7863,0.21,b1111,,,,,,
13.7887,0.12,b1111,,,,,,
13.7913,0.12,b1111,,,,,,
13.7937,0.04,b1111,,,,,,
13.7963,0.12,b1111,,,,,,
13.7987,0.12,b1111,,,,,,
13.8013,-0.0400001,b1111,,,,,,
13.8038,0.12,b1111,,,,,,
13.8062,0.04,b1111,,,,,,
13.8088,0.12,b1111,,,,,,
13.8112,0.04,b1111,,,,,,
13.8138,0.12,b1111,,,,,,
13.8162,0.12,b1111,,,,,,
13.8188,0.12,b1111,,,,,,
13.8212,0.12,b1111,,,,,,
13.8237,0.04,b1111,,,,,,
13.8263,0.12,b1111,,,,,,
13.8287,0.29,b1111,,,,,,
13.8313,0.04,b1111,,,,,,
13.8337,0.04,b1111,,,,,,
13.8363,0.21,b1111,,,,,,
13.8387,-0.0400001,b1111,,,,,,
13.8413,0.12,b1111,,,,,,
13.8438,0.04,b1111,,,,,,
13.8462,0.12,b1111,,,,,,
13.8488,0.21,b1111,,,,,,
13.8512,0.04,b1111,,,,,,
13.8538,-0.0400001,b1111,,,,,,
13.8562,0.12,b1111,,,,,,
13.8588,0.12,b1111,,,,,,
13.8612,0.21,b1111,,,,,,
13.8638,0.04,b1111,,,,,,
13.8663,0.04,b1111,,,,,,
13.8687,0.12,b1111,,,,,,
13.8713,0.12,b1111,,,,,,
13.8737,-0.0400001,b1111,,,,,,
13.8763,0.12,b1111,,,,,,
13.8787,0.12,b1111,,,,,,
13.8813,0.12,b1111,,,,,,
13.8837,0.12,b1111,,,,,,
13.8862,0.04,b1111,,,,,,
13.8888,0.12,b1111,,,,,,
13.8912,0.12,b1111,,,,,,
13.8938,0.21,b1111,,,,,,
13.8962,0.12,b1111,,,,,,
13.8988,-0.0400001,b1111,,,,,,
13.9012,-0.0400001,b1111,,,,,,
13.9038,0.04,b1111,,,,,,
13.9063,0.12,b1111,,,,,,
13.9087,0.12,b1111,,,,,,
13.9113,-0.0400001,b1111,,,,,,
13.9137,0.12,b1111,,,,,,
13.9163,-0.0400001,b1111,,,,,,
13.9187,0.12,b1111,,,,,,
13.9213,0.04,b1111,,,,,,
13.9237,0.12,b1111,,,,,,
13.9263,0.12,b1111,,,,,,
13.9288,-0.0400001,b1111,,,,,,
13.9312,0.12,b1111,,,,,,
13.9338,0.21,b1111,,,,,,
13.9362,-0.0400001,b1111,,,,,,
13.9388,-0.0400001,b1111,,,,,,
13.9412,0.04,b1111,,,,,,
13.9438,0.12,b1111,,,,,,
13.9462,0.04,b1111,,,,,,
13.9487,0.12,b1111,,,,,,
13.9513,0.04,b1111,,,,,,
13.9537,0.12,b1111,,,,,,
13.9563,0.12,b1111,,,,,,
13.9587,0.12,b1111,,,,,,
13.9613,0.04,b1111,,,,,,
13.9637,0.04,b1111,,,,,,
13.9663,0.04,b1111,,,,,,
13.9688,0.12,b1111,,,,,,
13.9712,0.12,b1111,,,,,,
13.9738,0.12,b1111,,,,,,
13.9762,0.04,b1111,,,,,,
13.9788,0.12,b1111,,,,,,
13.9812,0.12,b1111,,,,,,
13.9838,-0.0400001,b1111,,,,,,
13.9862,0.04,b1111,,,,,,
13.9888,0.12,b1111,,,,,,
13.9913,0.12,b1111,,,,,,
13.9937,0.04,b1111,,,,,,
13.9963,0.12,b1111,,,,,,
13.9987,0.04,b1111,,,,,,
14.0013,0.21,b1111,,,,,,
14.0037,-0.0400001,b1111,,,,,,
14.0063,0.21,b1111,,,,,,
14.0087,0.21,b1111,,,,,,
14.0112,0.12,b1111,,,,,,
14.0138,0.12,b1111,,,,,,
14.0162,0.12,b1111,,,,,,
14.0188,0.04,b1111,,,,,,
14.0212,0.12,b1111,,,,,,
14.0238,0.04,b1111,,,,,,
14.0262,0.12,b1111,,,,,,
14.0288,-0.0400001,b1111,,,,,,
14.0313,0.12,b1111,,,,,,
14.0337,0.04,b1111,,,,,,
14.0363,0.04,b1111,,,,,,
14.0387,0.21,b1111,,,,,,
14.0413,0.04,b1111,,,,,,
14.0437,0.12,b1111,,,,,,
14.0463,0.12,b1111,,,,,,
14.0487,-0.0400001,b1111,,,,,,
14.0513,0.04,b1111,,,,,,
14.0538,0.04,b1111,,,,,,
14.0562,0.12,b1111,,,,,,
14.0588,0.12,b1111,,,,,,
14.0612,0.12,b1111,,,,,,
14.0638,0.12,b1111,,,,,,
14.0662,0.04,b1111,,,,,,
14.0688,0.12,b1111,,,,,,
14.0712,0.04,b1111,,,,,,
14.0737,0.04,b1111,,,,,,
14.0763,0.12,b1111,,,,,,
14.0787,0.12,b1111,,,,,,
14.0813,0.04,b1111,,,,,,
14.0837,0.12,b1111,,,,,,
14.0863,0.12,b1111,,,,,,
14.0887,0.12,b1111,,,,,,
14.0913,-0.0400001,b1111,,,,,,
14.0938,-0.0400001,b1111,,,,,,
14.0962,0.12,b1111,,,,,,
14.0988,0.04,b1111,,,,,,
14.1012,0.12,b1111,,,,,,
14.1038,0.12,b1111,,,,,,
14.1062,0.04,b1111,,,,,,
14.1088,0.21,b1111,,,,,,
14.1112,0.12,b1111,,,,,,
14.1138,0.12,b1111,,,,,,
14.1163,0.04,b1111,,,,,,
14.1187,0.12,b1111,,,,,,
14.1213,0.04,b1111,,,,,,
14.1237,0.04,b1111,,,,,,
14.1263,0.12,b1111,,,,,,
14.1287,0.12,b1111,,,,,,
14.1313,0.12,b1111,,,,,,
14.1337,0.04,b1111,,,,,,
14.1362,-0.0400001,b1111,,,,,,
14.1388,0.12,b1111,,,,,,
14.1412,0.04,b1111,,,,,,
14.1438,0.12,b1111,,,,,,
14.1462,-0.0400001,b1111,,,,,,
14.1488,-0.0400001,b1111,,,,,,
14.1512,-0.0400001,b1111,,,,,,
14.1538,0.04,b1111,,,,,,
14.1563,0.12,b1111,,,,,,
14.1587,0.12,b1111,,,,,,
14.1613,0.12,b1111,,,,,,
14.1637,0.04,b1111,,,,,,
14.1663,-0.0400001,b1111,,,,,,
14.1687,0.21,b1111,,,,,,
14.1713,0.12,b1111,,,,,,
14.1737,0.12,b1111,,,,,,
14.1763,-0.0400001,b1111,,,,,,
14.1788,0.04,b1111,,,,,,
14.1812,0.04,b1111,,,,,,
14.1838,0.04,b1111,,,,,,
14.1862,0.04,b1111,,,,,,
14.1888,0.12,b1111,,,,,,
14.1912,0.12,b1111,,,,,,
14.1938,0.21,b1111,,,,,,
14.1962,0.12,b1111,,,,,,
14.1987,0.12,b1111,,,,,,
14.2013,0.12,b1111,,,,,,
14.2037,0.12,b1111,,,,,,
14.2063,0.12,b1111,,,,,,
14.2087,0.04,b1111,,,,,,
14.2113,0.12,b1111,,,,,,
14.2137,0.04,b1111,,,,,,
14.2163,0.21,b1111,,,,,,
14.2188,0.04,b1111,,,,,,
14.2212,-0.0400001,b1111,,,,,,
14.2238,0.04,b1111,,,,,,
14.2262,0.12,b1111,,,,,,
14.2288,-0.0400001,b1111,,,,,,
14.2312,0.04,b1111,,,,,,
14.2338,0.21,b1111,,,,,,
14.2362,0.12,b1111,,,,,,
14.2388,0.12,b1111,,,,,,
14.2413,0.12,b1111,,,,,,
14.2437,0.12,b1111,,,,,,
14.2463,0.12,b1111,,,,,,
14.2487,0.12,b1111,,,,,,
14.2513,0.04,b1111,,,,,,
14.2537,0.12,b1111,,,,,,
14.2563,0.21,b1111,,,,,,
14.2587,0.12,b1111,,,,,,
14.2612,0.12,b1111,,,,,,
14.2638,0.12,b1111,,,,,,
14.2662,0.04,b1111,,,,,,
14.2688,0.12,b1111,,,,,,
14.2712,0.04,b1111,,,,,,
14.2738,-0.0400001,b1111,,,,,,
14.2762,0.04,b1111,,,,,,
14.2788,0.12,b1111,,,,,,
14.2813,0.04,b1111,,,,,,
14.2837,0.12,b1111,,,,,,
14.2863,0.12,b1111,,,,,,
14.2887,0.12,b1111,,,,,,
14.2913,0.12,b1111,,,,,,
14.2937,0.12,b1111,,,,,,
14.2963,0.12,b1111,,,,,,
14.2987,0.12,b1111,,,,,,
14.3013,0.04,b1111,,,,,,
14.3038,0.12,b1111,,,,,,
14.3062,0.04,b1111,,,,,,
14.3088,0.12,b1111,,,,,,
14.3112,0.04,b1111,,,,,,
14.3138,0.04,b1111,,,,,,
14.3162,-0.0400001,b1111,,,,,,
14.3188,0.04,b1111,,,,,,
14.3212,0.04,b1111,,,,,,
14.3237,-0.13,b1111,,,,,,
14.3263,-0.0400001,b1111,,,,,,
14.3287,0.21,b1111,,,,,,
14.3313,0.12,b1111,,,,,,
14.3337,0.12,b1111,,,,,,
14.3363,0.12,b1111,,,,,,
14.3387,0.12,b1111,,,,,,
14.3413,0.12,b1111,,,,,,
14.3438,0.04,b1111,,,,,,
14.3462,0.12,b1111,,,,,,
14.3488,1.37,b1111,,,,,,
14.3512,-15.97,b1111,,,,,,
14.3538,-5.07,b1111,,,,,,
14.3562,18.64,b1111,,,,,,
14.3588,32.3,b1111,,,,,,
14.3612,83.01,b1111,,,,,,
14.3638,83.43,b1111,,,,,,
14.3663,84.27,b1111,,,,,,
14.3687,66.83,b1111,,,,,,
14.3713,-9.6,b1111,,,,,,
14.3737,-15.05,b1111,,,,,,
14.3763,-9.1,b1111,,,,,,
14.3787,3.88,b1111,,,,,,
14.3813,4.3,b1111,,,,,,
14.3837,0.79,b1111,,,,,,
14.3862,3.21,b1111,,,,,,
14.3888,5.39,b1111,,,,,,
14.3912,-3.73,b1111,,,,,,
14.3938,2.8,b1111,,,,,,
14.3962,0.63,b1111,,,,,,
14.3988,0.04,b1111,,,,,,
14.4012,0.79,b1111,,,,,,
14.4038,-1.05,b1111,,,,,,
14.4063,-0.21,b1111,,,,,,
14.4087,0.37,b1111,,,,,,
14.4113,0.21,b1111,,,,,,
14.4137,0.46,b1111,,,,,,
14.4163,0.04,b1111,,,,,,
14.4187,0.54,b1111,,,,,,
14.4213,0.88,b1111,,,,,,
14.4237,1.29,b1111,,,,,,
14.4263,-0.3,b1111,,,,,,
14.4288,0.37,b1111,,,,,,
14.4312,0.54,b1111,,,,,,
14.4338,0.29,b1111,,,,,,
14.4362,1.04,b1111,,,,,,
14.4388,-0.0400001,b1111,,,,,,
14.4412,0.46,b1111,,,,,,
14.4438,0.21,b1111,,,,,,
14.4462,0.12,b1111,,,,,,
14.4487,0.54,b1111,,,,,,
14.4513,0.21,b1111,,,,,,
14.4537,0.29,b1111,,,,,,
14.4563,0.04,b1111,,,,,,
14.4587,0.29,b1111,,,,,,
14.4613,0.21,b1111,,,,,,
14.4637,-0.0400001,b1111,,,,,,
14.4663,-0.0400001,b1111,,,,,,
14.4688,0.04,b1111,,,,,,
14.4712,-0.21,b1111,,,,,,
14.4738,-0.0400001,b1111,,,,,,
14.4762,-0.3,b1111,,,,,,
14.4788,-0.0400001,b1111,,,,,,
14.4812,-0.0400001,b1110,,,,,,
14.4838,-0.3,b1110,,,,,,
14.4862,-0.21,b1110,,,,,,
14.4888,-0.3,b1110,,,,,,
14.4913,-0.0400001,b1110,,,,,,
14.4937,-0.3,b1110,,,,,,
14.4963,-0.21,b1110,,,,,,
14.4987,0.04,b1110,,,,,,
14.5013,-0.46,b1110,,,,,,
14.5037,-0.21,b1110,,,,,,
14.5063,0.37,b1110,,,,,,
14.5087,-0.3,b1110,,,,,,
14.5112,-2.73,b1110,,,,,,
14.5138,0.88,b1110,,,,,,
14.5162,-0.63,b1110,,,,,,
14.5188,-0.21,b1110,,,,,,
14.5212,0.04,b1110,,,,,,
14.5238,-0.72,b1110,,,,,,
14.5262,-0.21,b1110,,,,,,
14.5288,-0.38,b1110,,,,,,
14.5313,-0.46,b1110,,,,,,
14.5337,-0.13,b1110,,,,,,
14.5363,-0.13,b1110,,,,,,
14.5387,-0.21,b1110,,,,,,
14.5413,-0.0400001,b1110,,,,,,
14.5437,-0.0400001,b1110,,,,,,
14.5463,-0.13,b1110,,,,,,
14.5487,-0.21,b1110,,,,,,
14.5513,-0.46,b1110,,,,,,
14.5538,-0.13,b1110,,,,,,
14.5562,-0.3,b1110,,,,,,
14.5588,-0.21,b1110,,,,,,
14.5612,-0.38,b1110,,,,,,
14.5638,-0.3,b1110,,,,,,
14.5662,-0.0400001,b1110,,,,,,
14.5688,-0.21,b1110,,,,,,
14.5712,-0.21,b1110,,,,,,
14.5737,-0.21,b1110,,,,,,
14.5763,-0.0400001,b1110,,,,,,
14.5787,-0.3,b1110,,,,,,
14.5813,-0.38,b1110,,,,,,
14.5837,-0.38,b1110,,,,,,
14.5863,-0.46,b1110,,,,,,
14.5887,-0.55,b1110,,,,,,
14.5913,-0.46,b1110,,,,,,
14.5938,-0.55,b1110,,,,,,
14.5962,-0.63,b1110,,,,,,
14.5988,-0.46,b1110,,,,,,
14.6012,-0.3,b1110,,,,,,
14.6038,-0.55,b1110,,,,,,
14.6062,-0.38,b1110,,,,,,
14.6088,-0.13,b1110,,,,,,
14.6112,-0.21,b1110,,,,,,
14.6138,-0.13,b1110,,,,,,
14.6163,-0.8,b1110,,,,,,
14.6187,-0.21,b1110,,,,,,
14.6213,0.29,b1110,,,,,,
14.6237,-0.13,b1110,,,,,,
14.6263,0.21,b1110,,,,,,
14.6287,-0.0400001,b1110,,,,,,
14.6313,0.12,b1111,,,,,,
14.6337,-0.38,b1111,,,,,,
14.6362,-0.63,b1111,,,,,,
14.6388,-1.8,b1111,,,,,,
14.6412,-0.88,b1111,,,,,,
14.6438,-1.55,b1111,,,,,,
14.6462,-0.46,b1111,,,,,,
14.6488,0.88,b1111,,,,,,
14.6512,-0.3,b1111,,,,,,
14.6538,0.21,b1111,,,,,,
14.6563,-0.88,b1111,,,,,,
14.6587,-3.15,b1111,,,,,,
14.6613,-1.72,b1111,,,,,,
14.6637,-0.21,b1111,,,,,,
14.6663,-2.31,b1111,,,,,,
14.6687,0.79,b1111,,,,,,
14.6713,-0.63,b1111,,,,,,
14.6737,-0.3,b1111,,,,,,
14.6763,-0.88,b1111,,,,,,
14.6788,-12.2,b1111,,,,,,
14.6812,2.21,b1111,,,,,,
14.6838,-10.27,b1111,,,,,,
14.6862,-6.16,b1111,,,,,,
14.6888,1.04,b1111,,,,,,
14.6912,-17.23,b1111,,,,,,
14.6938,-22.01,b1111,,,,,,
14.6962,-30.05,b1111,,,,,,
14.6987,-54.78,b1111,,,,,,
14.7013,-43.97,b1111,,,,,,
14.7037,-31.81,b1111,,,,,,
14.7063,-61.15,b1111,,,,,,
14.7087,-58.22,b1111,,,,,,
14.7113,-19.32,b1111,,,,,,
14.7137,-14.96,b1111,,,,,,
14.7163,-17.14,b1111,,,,,,
14.7188,-8.34,b1111,,,,,,
14.7212,-0.3,b1111,,,,,,
14.7238,1.71,b1111,,,,,,
14.7262,1.71,b1111,,,,,,
14.7288,5.65,b1111,,,,,,
14.7312,5.39,b1111,,,,,,
14.7338,5.39,b1111,,,,,,
14.7362,10.51,b1111,,,,,,
14.7388,12.94,b1111,,,,,,
14.7413,1.29,b1111,,,,,,
14.7437,-1.39,b1111,,,,,,
14.7463,1.2,b1111,,,,,,
14.7487,0.63,b1111,,,,,,
14.7513,0.12,b1111,,,,,,
14.7537,0.04,b1111,,,,,,
14.7563,-0.13,b1111,,,,,,
14.7587,0.29,b1111,,,,,,
14.7612,0.04,b1111,,,,,,
14.7638,0.29,b1111,,,,,,
14.7662,-0.0400001,b1111,,,,,,
14.7688,0.04,b1111,,,,,,
14.7712,0.12,b1111,,,,,,
14.7738,0.21,b1111,,,,,,
14.7762,-0.0400001,b1111,,,,,,
14.7788,0.21,b1111,,,,,,
14.7813,0.12,b1111,,,,,,
14.7837,-0.0400001,b1111,,,,,,
14.7863,0.12,b1111,,,,,,
14.7887,-0.0400001,b1111,,,,,,
14.7913,0.12,b1111,,,,,,
14.7937,0.12,b1111,,,,,,
14.7963,0.12,b1111,,,,,,
14.7987,0.04,b1111,,,,,,
14.8013,0.12,b1111,,,,,,
14.8038,0.12,b1111,,,,,,
14.8062,0.04,b1111,,,,,,
14.8088,0.12,b1111,,,,,,
14.8112,-0.0400001,b1111,,,,,,
14.8138,-0.0400001,b1111,,,,,,
14.8162,-0.0400001,b1111,,,,,,
14.8188,0.12,b1111,,,,,,
14.8212,0.04,b1111,,,,,,
14.8237,0.04,b1111,,,,,,
14.8263,0.04,b1111,,,,,,
14.8287,0.04,b1111,,,,,,
14.8313,0.04,b1111,,,,,,
14.8337,0.04,b1111,,,,,,
14.8363,0.04,b1111,,,,,,
14.8387,0.29,b1111,,,,,,
14.8413,0.21,b1111,,,,,,
14.8438,0.04,b1111,,,,,,
14.8462,0.04,b1111,,,,,,
14.8488,0.21,b1111,,,,,,
14.8512,0.12,b1111,,,,,,
14.8538,0.12,b1111,,,,,,
14.8562,-0.0400001,b1111,,,,,,
14.8588,0.04,b1111,,,,,,
14.8612,0.04,b1111,,,,,,
14.8638,0.04,b1111,,,,,,
14.8663,0.04,b1111,,,,,,
14.8687,0.04,b1111,,,,,,
14.8713,0.12,b1111,,,,,,
14.8737,-0.0400001,b1111,,,,,,
14.8763,0.04,b1111,,,,,,
14.8787,0.04,b1111,,,,,,
14.8813,-0.0400001,b1111,,,,,,
14.8837,0.12,b1111,,,,,,
14.8862,0.12,b1111,,,,,,
14.8888,0.12,b1111,,,,,,
14.8912,0.04,b1111,,,,,,
14.8938,0.12,b1111,,,,,,
14.8962,0.21,b1111,,,,,,
14.8988,0.21,b1111,,,,,,
14.9012,0.12,b1111,,,,,,
14.9038,0.12,b1111,,,,,,
14.9063,0.04,b1111,,,,,,
14.9087,0.21,b1111,,,,,,
14.9113,0.12,b1111,,,,,,
14.9137,0.04,b1111,,,,,,
14.9163,-0.0400001,b1111,,,,,,
14.9187,0.12,b1111,,,,,,
14.9213,0.21,b1111,,,,,,
14.9237,0.21,b1111,,,,,,
14.9263,0.12,b1111,,,,,,
14.9288,0.21,b1111,,,,,,
14.9312,0.12,b1111,,,,,,
14.9338,0.04,b1111,,,,,,
14.9362,0.12,b1111,,,,,,
14.9388,0.12,b1111,,,,,,
14.9412,0.21,b1111,,,,,,
14.9438,0.29,b1111,,,,,,
14.9462,0.21,b1111,,,,,,
14.9487,0.21,b1111,,,,,,
14.9513,0.21,b1111,,,,,,
14.9537,0.12,b1111,,,,,,
14.9563,0.21,b1111,,,,,,
14.9587,0.12,b1111,,,,,,
14.9613,0.21,b1111,,,,,,
14.9637,0.12,b1111,,,,,,
14.9663,0.12,b1111,,,,,,
14.9688,0.29,b1111,,,,,,
14.9712,0.29,b1111,,,,,,
14.9738,0.29,b1111,,,,,,
14.9762,0.21,b1111,,,,,,
14.9788,0.21,b1111,,,,,,
14.9812,0.21,b1111,,,,,,
14.9838,0.29,b1111,,,,,,
14.9862,0.21,b1111,,,,,,
14.9888,0.12,b1111,,,,,,
14.9913,0.21,b1111,,,,,,
14.9937,0.29,b1111,,,,,,
14.9963,0.21,b1111,,,,,,
14.9987,0.29,b1111,,,,,,
15.0013,0.29,b1111,,,,,,
15.0037,0.12,b1111,,,,,,
15.0063,0.21,b1111,,,,,,
15.0087,0.21,b1111,,,,,,
15.0112,0.21,b1111,,,,,,
15.0138,0.12,b1111,,,,,,
15.0162,0.21,b1111,,,,,,
15.0188,0.04,b1111,,,,,,
15.0212,0.21,b1111,,,,,,
15.0238,0.29,b1111,,,,,,
15.0262,0.12,b1111,,,,,,
15.0288,0.21,b1111,,,,,,
15.0313,0.21,b1111,,,,,,
15.0337,0.12,b1111,,,,,,
15.0363,0.12,b1111,,,,,,
15.0387,0.04,b1111,,,,,,
15.0413,0.12,b1111,,,,,,
15.0437,0.12,b1111,,,,,,
15.0463,0.12,b1111,,,,,,
15.0487,0.12,b1111,,,,,,
15.0513,0.21,b1111,,,,,,
15.0538,0.21,b1111,,,,,,
15.0562,0.21,b1111,,,,,,
15.0588,-0.0400001,b1111,,,,,,
15.0612,-0.21,b1111,,,,,,
15.0638,0.12,b1111,,,,,,
15.0662,0.04,b1111,,,,,,
15.0688,-0.0400001,b1111,,,,,,
15.0712,0.21,b1111,,,,,,
15.0737,0.12,b1111,,,,,,
15.0763,0.04,b1111,,,,,,
15.0787,0.21,b1111,,,,,,
15.0813,0.29,b1111,,,,,,
15.0837,0.12,b1111,,,,,,
15.0863,0.04,b1111,,,,,,
15.0887,0.21,b1111,,,,,,
15.0913,0.21,b1111,,,,,,
15.0938,0.12,b1111,,,,,,
15.0962,0.04,b1111,,,,,,
15.0988,0.21,b1111,,,,,,
15.1012,0.21,b1111,,,,,,
15.1038,0.12,b1111,,,,,,
15.1062,0.12,b1111,,,,,,
15.1088,0.21,b1111,,,,,,
15.1112,-0.0400001,b1111,,,,,,
15.1138,0.21,b1111,,,,,,
